Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ivory-clover-bracelet-18k-gold-plated-anti-tarnish,Ivory Clover Bracelet | 18K Gold Plated | Anti Tarnish,"<p data-start=""551"" data-end=""717"">• 18K gold plated stainless steel<br data-start=""598"" data-end=""601"">• Anti-tarnish &amp; water-resistant<br data-start=""633"" data-end=""636"">• White clover design<br data-start=""657"" data-end=""660"">• Regular size bracelet<br data-start=""683"" data-end=""686"">• Lightweight and comfortable</p>
<p data-start=""719"" data-end=""881""><strong data-start=""719"" data-end=""737"">Jewellery Care</strong><br data-start=""737"" data-end=""740"">To maintain the shine and lustre, keep the bracelet away from <strong data-start=""802"" data-end=""843"">perfume, lotions, and harsh chemicals</strong>. Store it in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","bangle, bracelet, Jewellery",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,599.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_14.heic?v=1772796380,1,"",false,,,,all-ages,beaded,gold,,stainless-steel; gold-plated,imitation-jewelry; demi-fine-jewellery,,female,,,,,,kg,,155.00,active
ivory-clover-bracelet-18k-gold-plated-anti-tarnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_34.heic?v=1772796380,2,"",,,,,,,,,,,,,,,,,,,,,
celeste-white-stone-bracelet,Celeste White Stone Bracelet,"<p data-start=""660"" data-end=""836"">• 18K gold plated stainless steel<br data-start=""707"" data-end=""710"">• Anti-tarnish &amp; water-resistant<br data-start=""742"" data-end=""745"">• Sparkling white stone design<br data-start=""775"" data-end=""778"">• Free-size adjustable fit<br data-start=""804"" data-end=""807"">• Lightweight &amp; comfortable</p>
<p data-start=""838"" data-end=""984""><strong data-start=""838"" data-end=""856"">Jewellery Care</strong><br data-start=""856"" data-end=""859"">To maintain the shine and lustre, keep away from <strong data-start=""908"" data-end=""949"">perfume, lotions, and harsh chemicals</strong>. Store in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_12.heic?v=1772796380,1,"",false,,,,adults,beaded; chain,white; gold,,gold-plated; stainless-steel,imitation-jewelry,,female,,,,,,kg,,155.00,active
celeste-white-stone-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_22.heic?v=1772796380,2,"",,,,,,,,,,,,,,,,,,,,,
divine-glow-kada-bracelet,Divine Glow Kada Bracelet,"<p data-start=""560"" data-end=""702"">• 18K gold plated stainless steel<br data-start=""607"" data-end=""610"">• Anti-tarnish &amp; water-resistant<br data-start=""642"" data-end=""645"">• Regular size bracelet<br data-start=""668"" data-end=""671"">• Lightweight and comfortable</p>
<p data-start=""704"" data-end=""864""><strong data-start=""704"" data-end=""722"">Jewellery Care</strong><br data-start=""722"" data-end=""725"">To maintain the shine and lustre, avoid direct contact with <strong data-start=""785"" data-end=""826"">perfume, lotions, and harsh chemicals</strong>. Store it in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_4.heic?v=1772796380,1,"",false,,,,adults,bangle,gold; geometric,,gold-plated; stainless-steel,imitation-jewelry,,unisex,,,,,,kg,,,active
divine-glow-kada-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_58.heic?v=1772796382,2,"",,,,,,,,,,,,,,,,,,,,,
emerald-glow-free-size-bangle,Emerald Glow Free Size Bangle,"<p data-start=""689"" data-end=""836"">• 18K gold plated stainless steel<br data-start=""736"" data-end=""739"">• Anti-tarnish &amp; water-resistant<br data-start=""771"" data-end=""774"">• Free size / adjustable fit<br data-start=""802"" data-end=""805"">• Lightweight and comfortable</p>
<p data-start=""838"" data-end=""995""><strong data-start=""838"" data-end=""856"">Jewellery Care</strong><br data-start=""856"" data-end=""859"">To maintain the shine and lustre, avoid direct contact with <strong data-start=""919"" data-end=""960"">perfume, lotions, and harsh chemicals</strong>. Store in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","bangle, bracelet",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,550.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_32.heic?v=1772796380,1,"",false,,,,adults,bangle,gold,,gold-plated; stainless-steel,imitation-jewelry,,female,,,,,,kg,,201.00,active
emerald-glow-free-size-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_52.heic?v=1772796380,2,"",,,,,,,,,,,,,,,,,,,,,
emerald-glow-free-size-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_42.heic?v=1772796380,3,"",,,,,,,,,,,,,,,,,,,,,
athena-bangle-bracelet,Athena Bangle Bracelet,"<p data-start=""454"" data-end=""598"">18K gold plated stainless steel<br data-start=""501"" data-end=""504"">• Anti-tarnish &amp; water-resistant<br data-start=""536"" data-end=""539"">• Lightweight and comfortable<br data-start=""568"" data-end=""571"">• Minimal everyday design</p>
<p data-start=""600"" data-end=""778""><strong data-start=""600"" data-end=""618"">Jewellery Care</strong><br data-start=""618"" data-end=""621"">To maintain the shine and lustre of your jewellery, avoid direct contact with <strong data-start=""699"" data-end=""740"">perfume, lotions, and harsh chemicals</strong>. Store it in a pouch when not in use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","bangle, bracelet",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_0.heic?v=1772796381,1,"",false,,,,all-ages,bangle,gold,,stainless-steel; gold-plated,imitation-jewelry; demi-fine-jewellery,,unisex,,,,,,kg,,148.00,active
athena-bangle-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_28.heic?v=1772796380,2,"",,,,,,,,,,,,,,,,,,,,,
evil-eye-protection-bracelet,Evil Eye Protection Bracelet,"<p data-start=""253"" data-end=""500"">A minimal <strong data-start=""297"" data-end=""325"">evil eye bangle bracelet</strong> designed to add elegance and positive energy to your everyday look. Crafted from <strong data-start=""407"" data-end=""439"">anti-tarnish stainless steel</strong>, it is durable, lightweight, and comfortable for daily wear.</p>
<p data-start=""502"" data-end=""624"">The classic evil eye symbol is believed to <strong data-start=""545"" data-end=""623"">protect from negative energy while adding a subtle statement to your style</strong>.</p>
<p data-start=""626"" data-end=""762""><strong data-start=""626"" data-end=""637"">Details</strong><br data-start=""637"" data-end=""640"">• Anti-tarnish &amp; water-resistant<br data-start=""672"" data-end=""675"">• Premium stainless steel<br data-start=""700"" data-end=""703"">• Lightweight and comfortable<br data-start=""732"" data-end=""735"">• Minimal everyday design</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_88.heic?v=1772795690,1,"",false,,,,adults,bangle,gold; geometric,,stainless-steel,imitation-jewelry; demi-fine-jewellery,,unisex,,,,,,kg,,150.00,active
evil-eye-protection-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_8.heic?v=1772795690,2,"",,,,,,,,,,,,,,,,,,,,,
evil-eye-protection-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/photo-output_02.heic?v=1772795690,3,"",,,,,,,,,,,,,,,,,,,,,
untitled-jan30_22-15,Untitled Jan30_22:14,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
untitled-jan30_22-14,Untitled Jan30_22:14,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
the-sparkling-heart-earrings,The Sparkling Heart Earrings,"",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,"",Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/F9FA62A3-74E1-429B-BCE3-C6507218653C.png?v=1769791371,1,"",false,,,,,,,,stainless-steel; gold-plated,,,,,,,,,kg,,88.00,active
flower-hoops,Flower Hoops,"",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,430.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/87001FD7-C64F-4B1D-BCCA-F3BE57658DD2.png?v=1769791207,1,"",false,,,,,,,,,,,,,,,,,kg,,140.00,active
untitled-jan30_22-09,Untitled Jan30_22:09,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
untitled-jan22_13-08,Untitled Jan22_13:08,,House of Yeashi,Apparel & Accessories > Jewelry > Rings,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,54.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,275.00,draft
crystal-heart-shaped-studs,Crystal heart shaped studs,"<p data-start=""1460"" data-end=""1618"">Classic heart studs featuring a radiant crystal centerpiece. 18k gold plated, anti-tarnish, and hypoallergenic—ideal for everyday elegance.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,"BOGO, Earrings",true,Title,Default Title,,,,,,,,,0.0,shopify,4,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/F39691C1-E0E0-4D0B-9D4C-1B2D1945334D.png?v=1768975966,1,"",false,,,,,,golden,stud,,,,,,,,,,kg,,88.00,active
crystal-heart-shaped-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/D13031F3-1ACE-4ED4-8D4C-DCCAF10044B2.png?v=1768975966,2,"",,,,,,,,,,,,,,,,,,,,,
pearl-heart-stud,Pearl Heart Stud,"<p data-start=""1048"" data-end=""1201"">Charming heart-shaped studs finished with a soft pearl drop. 18k gold plated, anti-tarnish, and hypoallergenic—perfect for daily wear.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,450.00,500.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/2C27A397-31E2-4CF6-AED9-3C20E4F8A197.png?v=1768975966,1,"",false,,,,,,golden; white,,gold-plated; stainless-steel,,,,,,,,,kg,,105.00,active
pearl-heart-stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/F792AB0F-8DEB-4DAE-B981-3953785A22D9.png?v=1768975966,2,"",,,,,,,,,,,,,,,,,,,,,
crystal-solitaire-ring,Crystal solitaire ring,"<p><span>Classic yet contemporary, these gold heart drop hoops feature a crystal-filled centre that catches the light beautifully. Lightweight, anti-tarnish, and easy to style—your go-to earrings for everyday glam.</span></p>",House of Yeashi,Apparel & Accessories > Jewelry > Rings,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,350.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/AC5C2ECD-1D59-4699-891B-A0AA8EF92DD2.png?v=1768975966,1,"",false,,,,,,,,,,,,,,,,,kg,,66.00,active
crystal-solitaire-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/393D201F-5B1D-4F8B-9A4C-0ABBA6647EDD.png?v=1768975965,2,"",,,,,,,,,,,,,,,,,,,,,
heart-of-gold-hoops,Heart of Gold hoops,"<p><span>Classic yet contemporary, these gold heart drop hoops feature a crystal-filled centre that catches the light beautifully. Lightweight, anti-tarnish, and easy to style—your go-to earrings for everyday glam.</span></p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,350.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9491.png?v=1768975689,1,"",false,,,,,,,,,,,,,,,,,kg,,118.00,active
star-drop-earrings,Star Drop Earrings,"<p data-start=""570"" data-end=""808"">Inspired by starlit skies, these minimal gold hoops feature a dainty star outline paired with a shimmering stone drop. Lightweight, anti-tarnish, and easy to style. It is your go-to pair for day-to-night elegance.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,"",Jewellery,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9489.png?v=1768975376,1,"",false,,,,,,,,,,,,,,,,,kg,,138.00,active
star-drop-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9490.png?v=1768975376,2,"",,,,,,,,,,,,,,,,,,,,,
forever-heart-tennis-bracelet,Forever Heart Tennis Bracelet,"<p data-start=""473"" data-end=""672"">18k gold-plated tennis bracelet featuring a sparkling heart-shaped centre stone. Anti-tarnish, hypoallergenic, and lightweight — perfect for everyday wear or gifting.</p>",House of Yeashi,Apparel & Accessories > Jewelry,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9473.png?v=1768909051,1,"",false,,,,,,,,,,,,,,,,,kg,,116.00,active
forever-heart-tennis-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9474.png?v=1768909051,2,"",,,,,,,,,,,,,,,,,,,,,
untitled-jan20_16-21,Untitled Jan20_16:21,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
white-heart-necklace,White Heart Necklace,"<p data-start=""546"" data-end=""713"">18k gold-plated white heart pendant with an anti-tarnish finish. Hypoallergenic, lightweight, and perfect for everyday wear or gifting.</p>",House of Yeashi,Apparel & Accessories > Jewelry,Necklace,Jewellery,true,Title,Default Title,,,,,,,,,0.0,shopify,5,deny,manual,500.00,550.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/AC447F4C-BA07-4793-A3FD-E151EF1ECB14.jpg?v=1781096369,1,"",false,,,,,,,,,,,unisex,,,,,,kg,,118.00,active
white-heart-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/C8BA59A9-0400-4292-9C34-069F5E45DAE4.jpg?v=1781096368,2,"",,,,,,,,,,,,,,,,,,,,,
white-heart-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9471.png?v=1768906121,3,"",,,,,,,,,,,,,,,,,,,,,
white-heart-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-9472.png?v=1768906142,4,"",,,,,,,,,,,,,,,,,,,,,
crystal-heart-grace-necklace,Crystal Heart Grace Necklace,"<p><span>Delicate and full of charm, the Crystal Heart Grace Necklace features a sparkling heart-shaped stone framed in a textured gold finish. Suspended from a fine gold-plated chain with subtle bead detailing, this piece adds a soft glow to your everyday look.</span></p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7240.png?v=1767115284,1,"",false,,,,adults,,gold,,gold-plated,imitation-jewelry,pendant,female; unisex,,,,,,kg,,118.00,active
crystal-heart-grace-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7241.png?v=1767115284,2,"",,,,,,,,,,,,,,,,,,,,,
untitled-dec30_22-50,Untitled Dec30_22:50,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
solitaire-necklace,Solitaire Necklace,"<p><span>A timeless solitaire necklace designed to add just the right hint of sparkle. This Necklace features a delicate gold-plated chain paired with a brilliant round stone that sits gracefully on the neckline. Minimal, elegant, and effortlessly chic — perfect for everyday wear or subtle layering.</span></p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,"","Jewellery, Solitaire",true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,475.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0156.png?v=1782744928,1,"",false,,,,adults,,gold,,gold-plated,imitation-jewelry,,female; unisex,,,,,,kg,,82.00,active
solitaire-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-0157.png?v=1782745419,2,"",,,,,,,,,,,,,,,,,,,,,
trinity-of-love-necklace,Trinity of Love Necklace,"<p data-start=""598"" data-end=""805"">A delicate necklace featuring <strong data-start=""628"" data-end=""659"">three polished heart charms</strong> strung on a sleek gold-tone chain. Designed to sit gracefully at the collarbone, this piece adds a soft, romantic touch to your everyday style.</p>
<p data-start=""807"" data-end=""901"">Perfect for layering or wearing solo, it’s a timeless symbol of love, balance, and connection.</p>
<p data-start=""903"" data-end=""915""> </p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/4415A8FF-3B36-4AD0-8CCC-4FC08AA5FA36.png?v=1767111680,1,"",false,,,,,,,,,,,,,,,,,kg,,,active
trinity-of-love-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/97D7329F-69B4-4738-9AF7-CE98F14FD0B1.png?v=1767111680,2,"",,,,,,,,,,,,,,,,,,,,,
untitled-dec30_21-51,Untitled Dec30_21:51,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
heart-of-gold,Heart of Gold,"<p data-start=""520"" data-end=""812"">Crafted with <strong data-start=""533"" data-end=""553"">18k gold plating</strong> over high-quality stainless steel, it offers a rich finish that’s <strong data-start=""620"" data-end=""668"">anti-tarnish, waterproof, and hypoallergenic</strong>, making it perfect for daily wear. The oversized heart adds just the right amount of drama—whether styled solo or layered with delicate chains.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Necklaces,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/0E066229-F121-4567-9DDA-4B5B08EF97FE.png?v=1767110937,1,"",false,,,,,,,,,,,,,,,,,kg,,106.00,active
heart-of-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/4F077576-E3EE-49A0-B07F-E345581174D4.png?v=1767110937,2,"",,,,,,,,,,,,,,,,,,,,,
no-nazar-glass-bangle,No Nazar Glass Bangle,"<p><span>A glass bangle designed to protect, style, and shine.</span></p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,499.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7181.png?v=1767079795,1,"",false,,,,,,,,,,,,,,,,,kg,,150.00,active
no-nazar-glass-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7182.png?v=1767079795,2,"",,,,,,,,,,,,,,,,,,,,,
celeste-hex-bangle,Celeste Hex Bangle,"<p><span>A solid </span><strong data-start=""219"" data-end=""241"">wood-finish bangle</strong><span> detailed with metal studs for a bold yet versatile look. Style it layered for a statement or wear it alone for effortless everyday glam. A regular-size bangle that pairs easily with almost anything and adds just the right touch of extra edge.</span></p>
<p> </p>
<h3 data-start=""104"" data-end=""127"">Care Instructions</h3>
<ul data-start=""128"" data-end=""330"">
<li data-start=""128"" data-end=""181"">
<p data-start=""130"" data-end=""181"">Avoid contact with water, perfumes, and chemicals</p>
</li>
<li data-start=""182"" data-end=""222"">
<p data-start=""184"" data-end=""222"">Store in a dry place when not in use</p>
</li>
<li data-start=""223"" data-end=""272"">
<p data-start=""225"" data-end=""272"">Wipe gently with a soft, dry cloth after wear</p>
</li>
<li data-start=""273"" data-end=""330"">
<p data-start=""275"" data-end=""330"">Handle with care to maintain the finish and detailing</p>
</li>
</ul>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,275.00,500.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/FA53121C-38DE-4E72-B6A9-CD3B92232029.png?v=1767077740,1,"",false,,,,,,,,,,,unisex,,,,,,kg,,120.00,active
celeste-hex-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/7CF36886-1FB5-46D0-8E64-FEE45E89BF10.png?v=1767077740,2,"",,,,,,,,,,,,,,,,,,,,,
celeste-hex-bangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/EDEBB0EF-B105-414E-B321-1499451A454C.png?v=1767077740,3,"",,,,,,,,,,,,,,,,,,,,,
star-wood-cuff,Star wood cuff,"<p data-start=""211"" data-end=""484"">A solid <strong data-start=""219"" data-end=""241"">wood-finish bangle</strong> detailed with metal studs for a bold yet versatile look. Style it layered for a statement or wear it alone for effortless everyday glam. A regular-size bangle that pairs easily with almost anything and adds just the right touch of extra edge.</p>
<h3 data-start=""104"" data-end=""127"">
<br>Care Instructions</h3>
<ul data-start=""128"" data-end=""330"">
<li data-start=""128"" data-end=""181"">
<p data-start=""130"" data-end=""181"">Avoid contact with water, perfumes, and chemicals</p>
</li>
<li data-start=""182"" data-end=""222"">
<p data-start=""184"" data-end=""222"">Store in a dry place when not in use</p>
</li>
<li data-start=""223"" data-end=""272"">
<p data-start=""225"" data-end=""272"">Wipe gently with a soft, dry cloth after wear</p>
</li>
<li data-start=""273"" data-end=""330"">
<p data-start=""275"" data-end=""330"">Handle with care to maintain the finish and detailing</p>
</li>
</ul>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,250.00,400.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/0CF9E20E-82F1-4BEA-AE54-41187CC25CD0.png?v=1767075619,1,"",false,,,,,,gold,,,,,,,,,,,kg,,108.00,active
star-wood-cuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7154.png?v=1767075141,2,"",,,,,,,,,,,,,,,,,,,,,
star-wood-cuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7153.png?v=1767075140,3,"",,,,,,,,,,,,,,,,,,,,,
ivory-stud-wood-cuff,Ivory Wood Cuff Bangle,"<p data-start=""211"" data-end=""484"">A solid <strong data-start=""219"" data-end=""241"">wood-finish bangle</strong> detailed with metal studs for a bold yet versatile look. Style it layered for a statement or wear it alone for effortless everyday glam. A regular-size bangle that pairs easily with almost anything and adds just the right touch of extra edge.</p>
<h3 data-start=""104"" data-end=""127"">Care Instructions</h3>
<ul data-start=""128"" data-end=""330"">
<li data-start=""128"" data-end=""181"">
<p data-start=""130"" data-end=""181"">Avoid contact with water, perfumes, and chemicals</p>
</li>
<li data-start=""182"" data-end=""222"">
<p data-start=""184"" data-end=""222"">Store in a dry place when not in use</p>
</li>
<li data-start=""223"" data-end=""272"">
<p data-start=""225"" data-end=""272"">Wipe gently with a soft, dry cloth after wear</p>
</li>
<li data-start=""273"" data-end=""330"">
<p data-start=""275"" data-end=""330"">Handle with care to maintain the finish and detailing</p>
</li>
</ul>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,350.00,550.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7152.png?v=1767075140,1,"",false,,,,,,,,,,,,,,,,,kg,,168.00,active
ivory-stud-wood-cuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7155.png?v=1767075183,2,"",,,,,,,,,,,,,,,,,,,,,
ivory-stud-wood-cuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7153.png?v=1767075140,3,"",,,,,,,,,,,,,,,,,,,,,
untitled-dec29_21-47,Untitled Dec29_21:47,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
